node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
10,activemq-console/src/main/java/org/apache/activemq/console/command/ShellCommand.java,"[0.0, 10.0, 134.0, 10.0, 0.0, 1.0, 0.0, 19.0, 3.0, 13.0, 1.0, 2.0, 3.0, 7.0, 35.0, 1.0, 7.0, 19.0, 21.0, 2.0, 2.0, 10.0, 5.0, 55.0, 19.0, 7.0, 21.0, 84.0, 31.0, 0.42, 15.0, 52.0, 10.0, 34.0, 0.0, 6.0, 3.0, 64.0, 2.0, 0.0, 9.0, 1.0, 3.0, 1.57142857142857, 1.0, 7.0, 2.85714285714286, 1.0, 10.0, 2.42857142857143, 1.0, 2.0, 0.777777777777778, 0.0, 1.0, 1.0, 1.0, 32.0, 33.0, 0.798507462686567, 1.0]","[-2.9513211, -1.9057841, -3.5842607, -2.3962831, -2.4038515, -2.9513211, -2.9513211, -2.9513211, -3.4940643, -3.5300932, -3.8293164, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -2.3962831, -3.4940643, -3.650419, -1.6138042, -1.6138042, -1.6138042, -2.9513211, -1.6138042]","[1.1725972, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935]",0
11,activemq-console/src/main/java/org/apache/activemq/console/command/ShutdownCommand.java,"[0.0, 16.0, 168.0, 8.0, 0.0, 2.0, 0.0, 14.0, 4.0, 27.0, 0.0, 8.0, 4.0, 4.0, 51.0, 1.0, 4.0, 14.0, 26.0, 4.0, 2.0, 8.0, 0.0, 63.0, 14.0, 9.0, 26.0, 97.0, 34.0, 0.53, 20.0, 60.0, 8.0, 46.0, 2.0, 4.0, 4.0, 62.0, 3.0, 0.0, 2.0, 1.0, 3.0, 2.0, 1.0, 14.0, 7.25, 1.0, 8.0, 3.5, 1.0, 4.0, 2.5, 0.0, 2.0, 2.0, 2.0, 47.0, 41.0, 1.0, 0.5]","[-2.9513211, -3.5842607, -3.4940643, 0.36003062, -1.6957076, -3.571885, -3.4940643, -3.8264124, 0.36003062, -1.6957076, -3.4940643, -3.8264124, -1.074311, -3.4940643, -3.5300932, -1.074311, -3.3290884, -3.316817, -3.571885, -3.4269564, -4.0603642, -3.8264124, -3.8293164, -1.6957076, -3.4940643, -3.8264124, -1.074311, -2.8838875, -1.6957076, -2.4038515, -3.1026406, -2.9513211, -0.10406398, -1.2648757, -3.6740866, -3.3290884, -3.1166914, -3.316817, 0.29291615, -3.8949795, -3.5842607, -1.5732335, -3.8496075, -3.8949795, -2.9513211, -3.4940643, -3.650419, -2.9513211, -1.6138042]","[1.1725972, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.1725972, 1.056935]",1
12,activemq-console/src/main/java/org/apache/activemq/console/command/StartCommand.java,"[0.0, 10.0, 177.0, 5.0, 0.0, 2.0, 1.0, 14.0, 2.0, 16.0, 0.0, 5.0, 2.0, 7.0, 54.0, 2.0, 7.0, 14.0, 26.0, 3.0, 3.0, 5.0, 4.0, 67.0, 14.0, 11.0, 26.0, 104.0, 30.0, 0.52, 21.0, 56.0, 5.0, 40.0, 1.0, 7.0, 2.0, 75.0, 2.0, 0.0, 3.0, 2.0, 4.0, 2.0, 0.0, 7.0, 3.14285714285714, 1.0, 6.0, 2.28571428571429, 1.0, 4.0, 1.4, 0.0, 1.0, 1.0, 1.0, 56.0, 48.0, 0.994350282485876, 1.0]","[-2.9513211, -3.5842607, -3.4940643, -3.8264124, -0.16311741, -4.0603642, -3.8264124, -3.8293164, -3.5842607, -2.4038515, -0.16311741, 0.183956, -2.4038515, -3.1026406, -2.9513211, -3.886036, -2.9095964, -3.4269564, -3.7768593, -2.9513211, -0.79817575, 0.26668698, -2.9513211, -1.1601858, -4.0603642, -3.5842607, -1.8632932, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.040854, -2.9513211, -2.9513211, -2.9513211, -1.6138042]","[1.1725972, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.8063579, 1.6437391, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935]",0
13,activemq-console/src/main/java/org/apache/activemq/console/ConsoleCommandHandler.java,"[0.0, 9.0, 67.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 13.0, 0.0, 0.0, 2.0, 2.0, 22.0, 1.0, 2.0, 3.0, 21.0, 1.0, 1.0, 2.0, 1.0, 15.0, 3.0, 2.0, 21.0, 32.0, 7.0, 0.69, 13.0, 28.0, 2.0, 24.0, 3.0, 2.0, 2.0, 50.0, 1.0, 0.0, 4.0, 2.0, 3.0, 2.5, 2.0, 8.0, 6.0, 4.0, 2.0, 1.5, 1.0, 4.0, 1.4, 0.0, 1.0, 1.0, 1.0, 12.0, 11.0, 0.82089552238806, 1.0]","[-2.9513211, -3.6756632, -2.3962831, -1.870706, -0.3540423, -2.5069613, -2.9513211, -4.0603642, -1.8562701, -3.4269564, -1.4465989]","[1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.8063579, 1.056935, 1.056935, 1.056935]",0
14,activemq-console/src/main/java/org/apache/activemq/console/filter/AbstractQueryFilter.java,"[0.0, 3.0, 45.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 9.0, 0.0, 5.0, 1.0, 2.0, 27.0, 1.0, 2.0, 2.0, 9.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 9.0, 14.0, 2.0, 1.93, 4.0, 11.0, 1.0, 8.0, 0.0, 2.0, 1.0, 50.0, 1.0, 6.0, 0.0, 2.0, 7.0, 6.5, 6.0, 3.0, 2.5, 2.0, 1.0, 1.0, 1.0, 4.0, 0.8, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0]","[-2.9513211, -2.2989764, -0.7376898]","[1.1725972, 1.056935, 1.056935]",0
15,activemq-console/src/main/java/org/apache/activemq/console/filter/AmqMessagesQueryFilter.java,"[0.0, 5.0, 164.0, 4.0, 0.0, 1.0, 0.0, 12.0, 1.0, 12.0, 0.0, 6.0, 1.0, 9.0, 78.0, 1.0, 9.0, 12.0, 31.0, 3.0, 2.0, 4.0, 6.0, 26.0, 12.0, 9.0, 32.0, 64.0, 19.0, 1.22, 22.0, 51.0, 4.0, 39.0, 0.0, 9.0, 1.0, 61.0, 2.0, 0.0, 3.0, 1.0, 4.0, 1.88888888888889, 1.0, 10.0, 3.44444444444444, 1.0, 8.0, 1.77777777777778, 1.0, 1.0, 0.272727272727273, 0.0, 1.0, 1.0, 1.0, 27.0, 16.0, 1.0, 1.0]","[-2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.7635474, -3.4940643, -3.650419, -4.260652, -3.4570723, -3.4940643, 0.12508638, 0.12508638, -2.9513211, -3.3894744, 0.11502941, -4.1789618, -1.4277029, -0.7376898, -0.5460245, -3.1612453, -2.9513211, -2.9513211, -3.3894744, -3.7768593, -2.9513211, -2.9513211, -2.9513211, -2.9513211]","[1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.1725972]",0
16,activemq-console/src/main/java/org/apache/activemq/console/filter/GroupPropertiesViewFilter.java,"[0.0, 9.0, 84.0, 6.0, 0.0, 2.0, 0.0, 9.0, 3.0, 18.0, 0.0, 8.0, 3.0, 3.0, 40.0, 1.0, 3.0, 8.0, 12.0, 1.0, 0.0, 7.0, 2.0, 16.0, 8.0, 7.0, 14.0, 35.0, 13.0, 1.14, 9.0, 27.0, 6.0, 20.0, 1.0, 3.0, 3.0, 0.0, 2.0, 0.0, 0.0, 1.0, 4.0, 2.33333333333333, 1.0, 11.0, 5.0, 2.0, 9.0, 3.66666666666667, 1.0, 3.0, 1.8, 0.0, 1.0, 1.0, 1.0, 14.0, 10.0, 1.0, 1.0]","[-2.9513211, -3.4940643, -3.8264124, -3.5842607, -3.6015096, -1.6987194, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -3.440739, -3.2533371, -3.2026777, -3.9505177]","[1.1725972, 1.3509243, 1.056935, 1.6437391, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 3.1278594]",0
17,activemq-console/src/main/java/org/apache/activemq/console/filter/MapTransformFilter.java,"[0.0, 12.0, 333.0, 8.0, 0.0, 1.0, 0.0, 37.0, 3.0, 23.0, 0.0, 7.0, 3.0, 12.0, 111.0, 1.0, 12.0, 35.0, 62.0, 11.0, 0.0, 8.0, 1.0, 111.0, 35.0, 12.0, 64.0, 180.0, 82.0, 0.62, 42.0, 146.0, 8.0, 114.0, 2.0, 12.0, 3.0, 0.0, 2.0, 0.0, 10.0, 1.0, 9.0, 2.75, 1.0, 18.0, 7.75, 2.0, 48.0, 6.25, 1.0, 3.0, 1.5, 0.0, 1.0, 1.0, 1.0, 77.0, 60.0, 1.0, 1.0]","[-2.9513211, -3.5842607, -3.6015096, -3.6015096, -1.5732335, -3.8949795, -3.6015096, -3.6989977, -2.9513211, -0.121892594, -0.50639635, -2.9513211, -1.0288603, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, -3.2026777, -3.4940643, -4.644273, -3.7635474, -3.7635474, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -3.6989977, -3.650419, -1.8149304, -0.121892594, -3.910375, -3.4940643, -3.910375, -4.644273, -3.6989977, -3.910375, -3.7635474, -2.9513211, -1.8149304, -0.121892594, -3.4940643, -3.6756632, -4.644273, -3.6756632, -2.9513211, -1.8149304, -0.121892594, -1.2306484, -3.6740866, -4.644273, -4.644273, -2.9513211, -1.8149304, -0.121892594, -3.4940643, -2.474473, -4.644273, -2.474473, -3.6015096, -3.6989977, -4.644273, -2.474473, -3.7635474, -2.9513211, -1.8149304, -0.121892594, -0.54164445, -4.0603642, -1.4150596, -1.9119664, -2.474473, -3.4940643, -4.644273, -3.7635474, -2.9513211, -1.8149304, -0.121892594, -4.644273, -3.7635474, -2.9513211, -3.4940643, -1.4011929, -3.2533371, -1.4011929, -3.2533371, -1.1491238, -3.4940643, -1.833282, -3.2533371, -1.833282, -3.2533371, -3.7635474, -0.28491995, -3.2533371, -2.6828809, -3.2533371, -3.7635474, -1.6114241, -3.2533371, -3.7635474, -2.8279128, -3.4940643, -1.999255, -3.2533371, -1.999255, -3.2533371, -3.7635474, -1.8646349, -3.4940643, -1.6999487, -3.2533371, -1.6999487, -1.0375032, -4.0603642, -1.4150596, -1.9119664, -3.4940643, -2.1673658, -3.2533371, -2.1673658, -3.7635474, -2.9513211, -0.76816356, -0.31686795, -3.4940643, -3.650419, -3.6989977, -4.644273, -3.2026777, -3.7635474, -3.4940643, -3.650419, -3.6989977, -4.644273, -3.2026777, -3.7635474, -4.644273, -3.2026777, -3.4940643, -3.650419, -3.6989977, -3.2026777, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, -4.644273, -3.2026777, -3.7635474, -3.4940643, -3.650419, -3.6989977, -3.650419, -3.6989977, -3.650419, -3.6989977, -3.1026406, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777, -4.644273, -3.2026777]","[1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8934469, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935]",0
18,activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansAttributeQueryFilter.java,"[0.0, 9.0, 157.0, 5.0, 0.0, 1.0, 1.0, 13.0, 2.0, 21.0, 0.0, 9.0, 2.0, 5.0, 65.0, 1.0, 5.0, 12.0, 36.0, 3.0, 2.0, 6.0, 2.0, 33.0, 12.0, 5.0, 39.0, 73.0, 24.0, 0.89, 19.0, 63.0, 5.0, 52.0, 2.0, 5.0, 3.0, 66.0, 2.0, 0.0, 1.0, 1.0, 6.0, 3.8, 2.0, 14.0, 6.8, 3.0, 5.0, 2.4, 1.0, 3.0, 1.57142857142857, 0.0, 1.0, 1.0, 1.0, 35.0, 27.0, 1.0, 1.0]","[-2.9513211, -2.2989764, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -3.4269564, -1.0265988, -3.4940643, -3.4269564, -1.0265988, -3.1026406, -3.6015096, -3.6989977, -2.9513211, -1.0265988, -0.50639635, -2.9513211, -2.7710507, -1.2648757, -3.4940643, -3.8264124, -0.92403686, -3.6740866, -3.4940643, -3.6989977, -3.5300932, -3.6740866, -3.3290884, -3.1166914, -3.316817, -0.92403686, -3.1612453, -3.4269564]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.8934469, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.4411972, 1.3509243, 1.056935, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935]",0
19,activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansObjectNameQueryFilter.java,"[0.0, 5.0, 176.0, 6.0, 0.0, 1.0, 2.0, 16.0, 2.0, 14.0, 0.0, 7.0, 2.0, 9.0, 83.0, 1.0, 9.0, 14.0, 35.0, 3.0, 1.0, 8.0, 6.0, 32.0, 14.0, 9.0, 36.0, 70.0, 21.0, 1.19, 23.0, 57.0, 6.0, 43.0, 1.0, 9.0, 2.0, 81.0, 2.0, 0.0, 0.0, 1.0, 8.0, 2.44444444444444, 1.0, 10.0, 3.11111111111111, 1.0, 8.0, 1.77777777777778, 1.0, 2.0, 0.545454545454545, 0.0, 1.0, 1.0, 1.0, 38.0, 24.0, 1.0, 1.0]","[-2.9513211, -3.4940643, -3.8264124, -1.2541493, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.9185274, -3.4940643, -4.260652, -4.260652, -3.4940643, -3.440739, -3.4940643, -3.650419, -3.650419, -1.2541493, -2.9513211, -0.10406398, -1.2648757, -1.2541493, -3.1612453, -2.9513211, -2.9513211, -2.9513211, -0.3977938, -2.9513211, -2.7710507, 0.1185929, -2.9513211]","[1.1725972, 1.3509243, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972]",0
20,activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansRegExQueryFilter.java,"[0.0, 10.0, 144.0, 7.0, 0.0, 3.0, 0.0, 16.0, 3.0, 22.0, 0.0, 10.0, 3.0, 5.0, 66.0, 1.0, 5.0, 14.0, 22.0, 4.0, 0.0, 8.0, 1.0, 35.0, 14.0, 13.0, 24.0, 64.0, 21.0, 1.03, 14.0, 45.0, 7.0, 33.0, 1.0, 5.0, 3.0, 0.0, 3.0, 0.0, 1.0, 1.0, 3.0, 2.6, 2.0, 13.0, 6.4, 2.0, 7.0, 2.8, 1.0, 4.0, 2.14285714285714, 0.0, 1.0, 1.0, 1.0, 34.0, 20.0, 0.986111111111111, 1.0]","[-2.9513211, -3.5842607, -3.6015096, -3.6015096, -1.5732335, -2.9513211, -2.8388789, -0.50639635, -2.9513211, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, 0.29291615, -3.4940643, -3.2026777, -2.9513211, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -3.6989977, -3.650419, -3.910375, -3.4940643, -3.2026777, -3.9505177, -3.4940643, -3.6989977, -3.650419, -3.4940643, -3.2026777, -3.9505177]","[1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 3.1278594, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 3.1278594]",0
21,activemq-console/src/main/java/org/apache/activemq/console/filter/MessagesQueryFilter.java,"[0.0, 4.0, 124.0, 3.0, 0.0, 1.0, 0.0, 9.0, 1.0, 11.0, 0.0, 6.0, 1.0, 7.0, 59.0, 1.0, 7.0, 9.0, 26.0, 2.0, 2.0, 3.0, 5.0, 18.0, 9.0, 7.0, 27.0, 50.0, 14.0, 1.18, 15.0, 41.0, 3.0, 32.0, 0.0, 7.0, 1.0, 64.0, 2.0, 0.0, 0.0, 1.0, 3.0, 1.71428571428571, 1.0, 9.0, 3.57142857142857, 1.0, 4.0, 1.42857142857143, 1.0, 1.0, 0.333333333333333, 0.0, 1.0, 1.0, 1.0, 21.0, 14.0, 1.0, 1.0]","[-2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.7635474, -3.4940643, -3.650419, -4.260652, -3.4570723, 0.12508638, -2.9513211, -0.10406398, -1.2648757, -1.5732335, -3.1612453, -1.9057841, -2.9513211, -2.9513211, -2.9513211, -0.3977938, -2.9513211, -2.7710507, 0.1185929]","[1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.056935]",0
22,activemq-console/src/main/java/org/apache/activemq/console/filter/PropertiesViewFilter.java,"[0.0, 6.0, 124.0, 5.0, 0.0, 1.0, 0.0, 12.0, 2.0, 14.0, 0.0, 7.0, 2.0, 6.0, 58.0, 1.0, 6.0, 11.0, 21.0, 2.0, 2.0, 6.0, 4.0, 21.0, 11.0, 6.0, 23.0, 51.0, 17.0, 1.14, 15.0, 40.0, 5.0, 30.0, 1.0, 6.0, 2.0, 41.0, 1.0, 1.0, 0.0, 2.0, 7.0, 4.0, 2.0, 9.0, 4.33333333333333, 2.0, 7.0, 2.16666666666667, 1.0, 2.0, 0.875, 0.0, 1.0, 1.0, 1.0, 24.0, 19.0, 1.0, 1.0]","[-2.9513211, -2.2989764, -2.9513211, -2.2989764, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.4269564, -3.316817, -2.9513211, -3.4940643, -3.8264124, -3.5842607, -3.6015096, -1.6987194, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.2026777, -3.4940643, -3.2533371]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.6437391, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935]",0
23,activemq-console/src/main/java/org/apache/activemq/console/filter/QueryFilter.java,"[0.0, 1.0, 41.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 7.0, 0.0, 6.0, 1.0, 2.0, 28.0, 1.0, 2.0, 2.0, 7.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 7.0, 8.0, 0.0, 3.5, 5.0, 7.0, 1.0, 6.0, 0.0, 2.0, 1.0, 100.0, 0.0, 4.0, 0.0, 0.0, 10.0, 8.5, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 6.0, 5.0, 1.0, 1.0]","[-2.9513211, -2.9513211]","[1.1725972, 1.1725972]",0
24,activemq-console/src/main/java/org/apache/activemq/console/filter/RegExQueryFilter.java,"[0.0, 7.0, 138.0, 4.0, 0.0, 1.0, 1.0, 13.0, 2.0, 17.0, 0.0, 9.0, 2.0, 6.0, 70.0, 1.0, 6.0, 12.0, 23.0, 5.0, 0.0, 5.0, 1.0, 27.0, 12.0, 6.0, 25.0, 53.0, 17.0, 1.32, 15.0, 42.0, 4.0, 32.0, 1.0, 6.0, 2.0, 66.0, 2.0, 1.0, 0.0, 1.0, 3.0, 2.33333333333333, 1.0, 12.0, 4.66666666666667, 1.0, 5.0, 2.16666666666667, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 25.0, 16.0, 1.0, 1.0]","[-2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.9185274, -3.4940643, -4.260652, -4.260652, -3.4940643, -3.2533371, -3.4269564, -2.2989764, -2.9513211, -3.440739, -2.9513211, -0.56614745, -4.260652, -3.4570723, -2.9513211, -3.4940643, -3.8264124, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -2.8388789, -3.4269564, -2.9513211]","[1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972]",0
25,activemq-console/src/main/java/org/apache/activemq/console/filter/ResultTransformFilter.java,"[0.0, 3.0, 81.0, 2.0, 0.0, 1.0, 0.0, 6.0, 1.0, 10.0, 0.0, 6.0, 1.0, 5.0, 47.0, 1.0, 5.0, 6.0, 12.0, 3.0, 1.0, 2.0, 2.0, 7.0, 6.0, 5.0, 13.0, 24.0, 6.0, 1.96, 10.0, 19.0, 2.0, 14.0, 0.0, 5.0, 1.0, 40.0, 1.0, 1.0, 0.0, 2.0, 3.0, 2.0, 1.0, 6.0, 3.0, 1.0, 2.0, 1.2, 1.0, 1.0, 0.428571428571429, 0.0, 1.0, 1.0, 1.0, 11.0, 7.0, 1.0, 1.0]","[-2.9513211, -2.2989764, -2.9513211, -2.2989764, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.4269564, -3.316817, -2.9513211]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972]",0
26,activemq-console/src/main/java/org/apache/activemq/console/filter/StubQueryFilter.java,"[0.0, 3.0, 55.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 9.0, 0.0, 6.0, 1.0, 3.0, 36.0, 1.0, 3.0, 3.0, 7.0, 0.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 7.0, 14.0, 3.0, 2.57, 5.0, 10.0, 1.0, 6.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 4.0, 2.0, 1.0, 2.0, 1.33333333333333, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 7.0, 4.0, 1.0, 1.0]","[-2.9513211, -2.9513211]","[1.1725972, 1.1725972]",0
